日期,开盘,收盘,高,低,涨跌幅
2021年11月23日,56304.8,57573.2,57855.1,55542.5,0.0225
2021年11月24日,57559.4,57171.7,57697.4,55910.6,-0.007
2021年11月25日,57167.1,58935.1,59387.3,57029.8,0.0308
2021年11月26日,58937.3,53730.9,59151.1,53533.5,-0.0883
2021年11月27日,53747.2,54765.9,55280.3,53654.3,0.0193
2021年11月28日,54758,57291.5,57392.3,53448.3,0.0461
2021年11月29日,57288.1,57794.8,58855.2,56726.7,0.0088
2021年11月2日,60912.2,63221.7,64256.4,60651.5,0.0379
2021年11月30日,57795.2,56882.9,59174.4,55936.9,-0.0158
2021年11月3日,63223.5,62918.5,63508.6,60883,-0.0048
2021年11月4日,62915.4,61412.6,63077.6,60742.9,-0.0239
2021年11月5日,61411.5,60974.3,62560.3,60742.4,-0.0071
2021年11月6日,60973.2,61483.9,61543.2,60093.6,0.0084
2021年11月7日,61483.8,63273.2,63273.2,61347.2,0.0291
2021年11月8日,63276.4,67527.9,67763.3,63276.4,0.0672
2021年11月9日,67528.7,66904.4,68493.3,66334.9,-0.0092
2021年12月10日,47591.7,47137.2,49974.8,47007.1,-0.0097
2021年12月11日,47138.4,49314.5,49487,46834,0.0462
2021年12月12日,49332.5,50081,50779.2,48670.5,0.0155
2021年12月13日,50075.9,46703.6,50196.1,45848.2,-0.0674
2021年12月14日,46709.8,48366.5,48635,46338.3,0.0356
2021年12月15日,48366.2,48871.5,49477.9,46572.6,0.0104
2021年12月16日,48876.6,47628.2,49387.8,47543.9,-0.0254
2021年12月17日,47630.4,46172.2,47997.2,45523.8,-0.0306
2021年12月18日,46171.8,46856.2,47330.2,45513.4,0.0148
2021年12月19日,46855.7,46704.5,48270.2,46438.4,-0.0032
2021年12月1日,56891.7,57210.3,59064.3,56496.5,0.0058
2021年12月20日,46703.4,46895.2,47488.9,45577.3,0.0041
2021年12月21日,46900.1,48902,49306.1,46654,0.0428
2021年12月22日,48898.7,48599.7,49540.3,48449.7,-0.0062
2021年12月23日,48599.6,50801,51355.6,48053.4,0.0453
2021年12月24日,50807.4,50786.1,51795.3,50428.4,-0.0003
2021年12月25日,50789.6,50406.4,51140.2,50196.8,-0.0075
2021年12月26日,50404,50779.9,51247,49527,0.0074
2021年12月27日,50783.6,50678.2,52016.3,50459,-0.002
2021年12月28日,50703.4,47545.2,50703.8,47345.7,-0.0618
2021年12月29日,47548.4,46461.7,48121.7,46127.8,-0.0228
2021年12月2日,57207.8,56496,57377.5,55807.9,-0.0125
2021年12月30日,46470.7,47123.3,47901.4,46003,0.0142
2021年12月31日,47123.3,46219.5,48553.9,45693.6,-0.0192
2021年12月3日,56495.2,53631.5,57543.6,52008.9,-0.0507
2021年12月4日,53620.7,49195.2,53847.2,42587.8,-0.0827
2021年12月5日,49196.4,49405.5,49689.3,47797.8,0.0043
2021年12月6日,49412.1,50562.1,50913.3,47237.9,0.0234
2021年12月7日,50547.4,50595.2,51918.6,50070.9,0.0007
2021年12月8日,50596.6,50473.9,51204.7,48700.7,-0.0024
2021年12月9日,50477.6,47596.6,50790.2,47341.9,-0.057
2021年1月10日,40149.7,38192.2,41362.4,35141.6,-0.0488
2021年1月11日,38195.3,35544.3,38217.2,30411.6,-0.0693
2021年1月12日,35426,34076.1,36598.7,32572.7,-0.0413
2021年1月13日,34061.2,37382.2,37764.6,32451.9,0.097
2021年1月14日,37383.4,39175.7,40054.3,36772.1,0.048
2021年1月15日,39175.7,36845.8,39715,34488.7,-0.0595
2021年1月16日,36751.8,36019.5,37931.7,35408.4,-0.0224
2021年1月17日,36020.1,35839.6,36801.3,33883.5,-0.005
2021年1月18日,35838.2,36613.2,37436.8,34801,0.0216
2021年1月19日,36630.6,36002.9,37821,36001.4,-0.0167
2021年1月1日,28951.7,29359.9,29627.1,28712.4,0.0142
2021年1月20日,35862.1,35476.3,36384.4,33444.5,-0.0146
2021年1月21日,35472.3,30842.1,35591.1,30101.8,-0.1306
2021年1月22日,30838.7,33000.5,33821.2,28871.2,0.07
2021年1月23日,32994.1,32088.9,33441.4,31418.2,-0.0276
2021年1月24日,32088.5,32241.3,33034.8,30982.9,0.0047
2021年1月25日,32244.3,32252.3,34854.3,31967.4,0.0003
2021年1月26日,32244.1,32502.1,32917.7,30850,0.0077
2021年1月27日,32499.6,30404,32545.4,29290.4,-0.0646
2021年1月28日,30408.9,33374.8,33790.8,29911.9,0.0977
2021年1月29日,33381.7,34301.8,38546,31953.3,0.0278
2021年1月2日,29359.7,32193.3,33233.5,29008,0.0965
2021年1月30日,34300,34283.1,34920.9,32908.5,-0.0005
2021年1月31日,34281.6,33108.1,34348.3,32189.9,-0.0343
2021年1月3日,32192.9,32958.9,34755.9,32029.6,0.0238
2021年1月4日,33016.6,32022.6,33587.5,28204.5,-0.0284
2021年1月5日,32015.4,33991.5,34414.7,30010.5,0.0615
2021年1月6日,33999.3,36793.2,36934.8,33408.3,0.0824
2021年1月7日,36798.5,39460.2,40340.9,36361.2,0.0725
2021年1月8日,39466.4,40599.3,41921.7,36613.4,0.0289
2021年1月9日,40607.2,40151.9,41363.5,38775.1,-0.011
2021年2月10日,46507.8,44836,47295.3,43800.5,-0.036
2021年2月11日,44834.8,47990.7,48622.1,44041.1,0.0704
2021年2月12日,47995,47371.7,48927.4,46218.6,-0.0129
2021年2月13日,47373.1,47168.7,48097.3,46270.5,-0.0043
2021年2月14日,47172.1,48643.4,49695.1,47051.9,0.0313
2021年2月15日,48611.1,47936.3,48936.5,45786.1,-0.0145
2021年2月16日,47934.2,49169.7,50515.8,47044.4,0.0257
2021年2月17日,49161.3,52079.2,52577.7,49018.1,0.0592
2021年2月18日,52094.5,51582.2,52524,50941.6,-0.0095
2021年2月19日,51590.1,55906.6,56238.5,50816.8,0.0838
2021年2月1日,33106.8,33515.7,34685.6,32324.9,0.0123
2021年2月20日,55922,55923.7,57523.8,54124.1,0.0003
2021年2月21日,55907.6,57433.8,58335.1,55502.7,0.027
2021年2月22日,57437.6,54111.8,57480.8,48353.8,-0.0578
2021年2月23日,54114.1,48911.2,54115,45093.8,-0.0961
2021年2月24日,48911.1,49697.5,51311.8,47031.7,0.0161
2021年2月25日,49695.9,46928.5,52013.8,46773.7,-0.0557
2021年2月26日,46928.5,46345.6,48413.9,44248.2,-0.0124
2021年2月27日,46333.1,46136.7,48335.1,45059.4,-0.0045
2021年2月28日,46136,45164,46582,43100.6,-0.0211
2021年2月2日,33514,35485.2,35976.1,33462.4,0.0588
2021年2月3日,35486.9,37646.8,37646.8,35401.5,0.0609
2021年2月4日,37648.9,36982.1,38707.9,36380.8,-0.0177
2021年2月5日,36976.4,38297.6,38303.6,36640,0.0356
2021年2月6日,38300.6,39256.6,40939.7,38275.3,0.025
2021年2月7日,39228.9,38852.9,39691.7,37381.6,-0.0103
2021年2月8日,38853.6,46395.7,46596.4,38057,0.1941
2021年2月9日,46396.4,46508.6,48143.5,45104.7,0.0024
2021年3月10日,54882.7,55851.9,57328.7,53073.6,0.0177
2021年3月11日,55851.2,57799.5,58135,54351.8,0.0349
2021年3月12日,57806.2,57265.1,58052.3,55134.5,-0.0092
2021年3月13日,57267.4,61195.3,61795.8,56118.8,0.0686
2021年3月14日,61192.7,59113.7,61673.7,59113.7,-0.034
2021年3月15日,59117.4,55791.3,60565.9,55088.8,-0.0562
2021年3月16日,55619.5,56889.7,56889.7,53342.6,0.0197
2021年3月17日,56892.9,58913.5,58933.2,54253.2,0.0356
2021年3月18日,58911.8,57656,60088,57099.6,-0.0213
2021年3月19日,57645,58088,59448.3,56305.1,0.0075
2021年3月1日,45160.5,49595.5,49774,45008.8,0.0981
2021年3月20日,58084.1,58093.4,59882.1,57863,0.0001
2021年3月21日,58097.4,57383.8,58583.8,55583.3,-0.0122
2021年3月22日,57379.3,54158.3,58379.9,53784.2,-0.0562
2021年3月23日,54117.5,54452.5,55813.8,52992.3,0.0054
2021年3月24日,54309.1,52325.4,57169.4,51725.4,-0.0391
2021年3月25日,52330,51322.3,53175.4,50441.3,-0.0192
2021年3月26日,51317.4,55036.1,55074.1,51302,0.0724
2021年3月27日,55033.8,55862.9,56531.1,54010.2,0.015
2021年3月28日,55856.9,55765.2,56504.2,54711.3,-0.0017
2021年3月29日,55764.7,57616.2,58392.6,54951.1,0.0332
2021年3月2日,49595.6,48424.2,50191.9,47100.6,-0.0236
2021年3月30日,57614.6,58771.3,59366.9,57077.1,0.02
2021年3月31日,58771.4,58763.7,59795.6,56991.6,-0.0001
2021年3月3日,48422.2,50395.1,52567.9,48159.2,0.0407
2021年3月4日,50388,48428,51757.7,47521.8,-0.039
2021年3月5日,48363.6,48792.5,49429.4,46370.1,0.0075
2021年3月6日,48798.7,48855.6,49191.8,47132.8,0.0013
2021年3月7日,48899,50982.3,51434.1,48890.6,0.0435
2021年3月8日,50988.9,52311,52384.9,49338.1,0.0261
2021年3月9日,52352.4,54879,54880.6,51941.3,0.0491
2021年4月10日,58127.4,59748.4,61229,57900,0.028
2021年4月11日,59772.4,59978.7,60667.1,59250.3,0.0039
2021年4月12日,59982.1,59863.8,61259.9,59569.2,-0.0019
2021年4月13日,59863.6,63540.9,63659,59839.4,0.0614
2021年4月14日,63544.2,62980.4,64778,61366.3,-0.0088
2021年4月15日,62978.6,63216,63729.1,62067.5,0.0037
2021年4月16日,63211.6,61379.7,63518.5,60027.3,-0.029
2021年4月17日,61358.3,60041.9,62509.1,59672.1,-0.0218
2021年4月18日,60043.2,56207.1,60362.1,51817.6,-0.0639
2021年4月19日,56208.1,55646.1,57517,54272.3,-0.01
2021年4月1日,58763.2,58718.3,59406.5,58040.7,-0.0008
2021年4月20日,55645.1,56483.2,57054.9,53422.5,0.015
2021年4月21日,56479.5,53820.2,56764.4,53657.6,-0.0471
2021年4月22日,53821.3,51729.5,55408.4,50590.9,-0.0388
2021年4月23日,51707.1,51143.6,52099.9,47659.4,-0.0113
2021年4月24日,51140.8,50088.9,51183,48775.2,-0.0206
2021年4月25日,50088.2,48963.6,50532.4,47098.5,-0.0225
2021年4月26日,48963.5,54020.5,54320.9,48815.9,0.1033
2021年4月27日,54011.1,55036.5,55427.8,53345,0.0188
2021年4月28日,55036,54841.4,56419.9,53876.4,-0.0035
2021年4月29日,54838.6,53560.8,55173.7,52400,-0.0234
2021年4月2日,58718.2,58977.3,60134.9,58466.5,0.0044
2021年4月30日,53562.3,57720.3,57925.6,53088.7,0.0777
2021年4月3日,58976.8,57059.9,59770.5,56906.7,-0.0325
2021年4月4日,57059.7,58199.9,58464.8,56470.6,0.02
2021年4月5日,58202.3,58993.4,59205.1,56842.7,0.0136
2021年4月6日,59169,57996.3,59487,57403.3,-0.0169
2021年4月7日,57996.3,55948.7,58627.7,55489.3,-0.0353
2021年4月8日,55948,58077.4,58136.7,55721.6,0.038
2021年4月9日,58076.8,58118.7,58890.9,57686,0.0007
2021年5月10日,58251.2,55848.9,59523.9,53678.3,-0.041
2021年5月11日,55846.1,56695.7,56871.1,54550.4,0.0152
2021年5月12日,56694.5,49384.2,57938.5,49187,-0.129
2021年5月13日,49398.2,49704.6,51337.3,46331.1,0.0065
2021年5月14日,49704.9,49839.8,51459.2,48874,0.0027
2021年5月15日,49839.1,46708.8,50640.9,46650.2,-0.0628
2021年5月16日,46729.3,46426.4,49764.3,43920.8,-0.006
2021年5月17日,46424.2,43541.3,46545.4,42201.5,-0.0621
2021年5月18日,43538.5,42897.3,45770.9,42293.9,-0.0148
2021年5月19日,42898.3,36720.5,43516.6,30261.7,-0.144
2021年5月1日,57719.1,57807.1,58449.4,57029.5,0.0015
2021年5月20日,36706.8,40717.2,42425.9,35010.4,0.1088
2021年5月21日,40611.2,37297.4,42108.3,33592.3,-0.084
2021年5月22日,37291,37448.3,38776,35314.9,0.004
2021年5月23日,37446.8,34679.7,38248.7,31192.4,-0.0739
2021年5月24日,34720.3,38750.6,39851.7,34474.6,0.1174
2021年5月25日,38753.6,38378.3,39740.8,36540.7,-0.0096
2021年5月26日,38375.7,39249.2,40750,37847,0.0227
2021年5月27日,39249,38417.3,40322.2,37190.8,-0.0212
2021年5月28日,38543.2,35662.5,38844.1,34772.4,-0.0717
2021年5月29日,35664.5,34584.6,37227.1,33664.2,-0.0302
2021年5月2日,57807.2,56603.8,57868.4,56110.5,-0.0208
2021年5月30日,34589.3,35652.8,36388.6,33441,0.0309
2021年5月31日,35644,37298.6,37480.7,34213.2,0.0462
2021年5月3日,56605.8,57169.8,58925.1,56562.4,0.01
2021年5月4日,57170.6,53741.5,57201.3,53741.5,-0.06
2021年5月5日,53872.5,57441.3,57936.4,53872.5,0.0688
2021年5月6日,57441,56405.4,58364.9,55294.5,-0.018
2021年5月7日,56411.4,57337.2,58639.3,55300.1,0.0165
2021年5月8日,57330.3,58840.1,59471.1,56972.2,0.0262
2021年5月9日,58840.6,58238.3,59227,56414.4,-0.0102
2021年6月10日,37375.2,36649.4,38340.8,35824,-0.0183
2021年6月11日,36654.3,37314.6,37641.1,36003.3,0.0181
2021年6月12日,37334.4,35467.5,37437.3,34703.3,-0.0495
2021年6月13日,35467.5,39022.9,39321.6,34827,0.1002
2021年6月14日,39024.1,40529.4,40970.4,38769.9,0.0386
2021年6月15日,40522.5,40156.1,41318,39589.9,-0.0092
2021年6月16日,40148.1,38336,40494.4,38156.4,-0.0453
2021年6月17日,38337.8,38052,39529.9,37425.3,-0.0074
2021年6月18日,38045.5,35749.4,38166,35198.5,-0.0605
2021年6月19日,35770,35513.4,36357.3,34845.5,-0.0066
2021年6月1日,37294.3,36687.6,37850.3,35742.7,-0.0164
2021年6月20日,35510.9,35595.8,36097.9,33378,0.0023
2021年6月21日,35597.9,31692,35708.4,31284.1,-0.1097
2021年6月22日,31682.7,32496.4,33272.5,28901.8,0.0254
2021年6月23日,32498.3,33674.3,34784.3,31736.5,0.0362
2021年6月24日,33678.1,34665.8,35249.9,32356.7,0.0294
2021年6月25日,34660.5,31594,35490.9,31337.9,-0.0886
2021年6月26日,31592.1,32243.4,32643,30206.9,0.0206
2021年6月27日,32247.1,34678.5,34685.5,32041.7,0.0755
2021年6月28日,34682.2,34475.9,35231.2,33944.9,-0.0058
2021年6月29日,34477.3,35834.7,36590.3,34247.6,0.0394
2021年6月2日,36687.7,37555.8,38199.9,35981.1,0.0237
2021年6月30日,35832.6,35026.9,36089.5,34126.6,-0.0225
2021年6月3日,37555.7,39187.3,39462.3,37193.6,0.0434
2021年6月4日,39191.4,36851.3,39255.4,35659.9,-0.0596
2021年6月5日,36841.2,35520,37887.6,34832,-0.0361
2021年6月6日,35518.7,35815.4,36434,35265.3,0.0083
2021年6月7日,35815.4,33578,36754.6,33410.1,-0.0625
2021年6月8日,33574.6,33382.9,34047.8,31158.1,-0.0058
2021年6月9日,33385.5,37332.2,37517.6,32428.6,0.1183
2021年7月10日,33797.7,33510.6,34221,33056.8,-0.0085
2021年7月11日,33510.8,34227.7,34580.6,33319.8,0.0214
2021年7月12日,34228.3,33113,34598,32662.8,-0.0326
2021年7月13日,33106.1,32728.1,33307.7,32259.5,-0.0116
2021年7月14日,32727.8,32820.7,33051.9,31611.2,0.0028
2021年7月15日,32820.5,31840.5,33157,31175.8,-0.0299
2021年7月16日,31842.3,31394,32239.8,31062.2,-0.014
2021年7月17日,31384.4,31518.6,31914.8,31207.8,0.004
2021年7月18日,31517.9,31785.4,32408.2,31220.6,0.0085
2021年7月19日,31782.9,30837.2,31887,30478.2,-0.0298
2021年7月1日,35030.7,33543.6,35032.7,32839.2,-0.0423
2021年7月20日,30835.4,29793.8,31040.8,29310.2,-0.0338
2021年7月21日,29794.7,32131.4,32794.6,29519.3,0.0785
2021年7月22日,32131.7,32298.9,32585.4,31729.4,0.0052
2021年7月23日,32297.9,33603.3,33605.6,32041.1,0.0404
2021年7月24日,33600.5,33824.8,33955,33412.9,0.0066
2021年7月25日,34392.5,35391.1,35391.1,33881.3,0.0463
2021年7月26日,35392.3,37276.6,40522.9,35236.7,0.0533
2021年7月27日,37294.3,39452,39455.9,36427.4,0.0584
2021年7月28日,39450.4,40003.2,40862.2,38883.8,0.014
2021年7月29日,40009,40001.4,40630.7,39340.8,0
2021年7月2日,33542.2,33813.4,33925.9,32734.6,0.008
2021年7月30日,40001.1,42203.4,42264.4,38358.4,0.055
2021年7月31日,42201.4,41553.7,42285.3,41066.4,-0.0154
2021年7月3日,33814.2,34742.8,34909.8,33363.3,0.0275
2021年7月4日,34742.8,35298.2,35957.6,34740.1,0.016
2021年7月5日,35297,33687.8,35300.5,33164.1,-0.0456
2021年7月6日,33688.5,34225.6,35062,33581.7,0.016
2021年7月7日,34228.7,33867.8,35036.6,33801.3,-0.0105
2021年7月8日,33859.4,32866.3,33923.2,32146.9,-0.0296
2021年7月9日,32866.3,33797.4,34079.2,32367,0.0283
2021年8月10日,46281.8,45593.8,46663.4,44681.2,-0.0149
2021年8月11日,45593.2,45564.3,46736.5,45367.9,-0.0006
2021年8月12日,45562.3,44403.4,46213.8,43814.7,-0.0255
2021年8月13日,44404,47809.1,47836,44242.4,0.0767
2021年8月14日,47809.6,47081.5,48090.9,46117.2,-0.0152
2021年8月15日,47082.6,46991.3,47344.1,45564.1,-0.0019
2021年8月16日,46991.6,45996.3,48002.4,45672.1,-0.0212
2021年8月17日,45907.5,44691.6,47140.6,44441.3,-0.0284
2021年8月18日,44691.1,44723.8,46004.9,44230,0.0007
2021年8月19日,44725.9,46755.9,47012.3,43986.7,0.0454
2021年8月1日,41510,39878.3,42565,39556.5,-0.0403
2021年8月20日,46756.7,49324,49343.3,46646.8,0.0549
2021年8月21日,49330,48875.8,49719.1,48293.5,-0.0091
2021年8月22日,48870.4,49254.5,49480.3,48151,0.0077
2021年8月23日,49255.4,49539.7,50498.8,49038.6,0.0058
2021年8月24日,49532.5,47714.7,49847.4,47623.6,-0.0368
2021年8月25日,47707.4,48994.5,49230.2,47163.3,0.0268
2021年8月26日,48994.4,46831.6,49347.8,46360.4,-0.0441
2021年8月27日,46830.2,49064.3,49142,46371.5,0.0477
2021年8月28日,49062.8,48897.1,49289.4,48428.5,-0.0034
2021年8月29日,48899.7,48777.4,49621.7,47870.1,-0.0024
2021年8月2日,39869.8,39168.4,40449,38692.5,-0.0178
2021年8月30日,48777.1,46992.7,48886,46876.9,-0.0366
2021年8月31日,46989.1,47130.4,48217,46709.3,0.0029
2021年8月3日,39167.4,38130.3,39766.6,37688.2,-0.0265
2021年8月4日,38188.4,39736.9,39956.5,37556,0.0421
2021年8月5日,39734.4,40867.2,41366.3,37365.4,0.0284
2021年8月6日,40868.4,42795.4,43253.4,39905.4,0.0472
2021年8月7日,42784.7,44614.2,44697.3,42611,0.0425
2021年8月8日,44584.9,43792.8,45284.1,43314.4,-0.0184
2021年8月9日,43794.9,46284.3,46460.7,42824.1,0.0569
2021年9月10日,46385.9,44842.8,47021.6,44283.6,-0.0333
2021年9月11日,44844.9,45161.9,45975.6,44766.6,0.0071
2021年9月12日,45162.6,46062.3,46386.4,44755.2,0.0199
2021年9月13日,46060.8,44949.5,46807.7,43463.2,-0.0242
2021年9月14日,44950.2,47077.5,47247.6,44718.7,0.0473
2021年9月15日,47070.8,48130.6,48436.5,46743.9,0.0224
2021年9月16日,48132.3,47748,48480.6,47040.3,-0.008
2021年9月17日,47748.2,47282.8,48155.9,46788.8,-0.0097
2021年9月18日,47283.9,48306.7,48761,47070.5,0.0217
2021年9月19日,48299.9,47238.7,48341.9,46866.6,-0.0221
2021年9月1日,47129.2,48819.4,49121,46533.1,0.0358
2021年9月20日,47240.8,42870.6,47323.9,42547.1,-0.0925
2021年9月21日,43012.3,40651.3,43619.3,39646.8,-0.0518
2021年9月22日,40660.8,43551.6,43976.7,40585.7,0.0713
2021年9月23日,43550.7,44869.2,44949.8,43090.1,0.0303
2021年9月24日,44867.4,42819.9,45112,40908.5,-0.0457
2021年9月25日,42818.7,42686.8,42959.3,41714.5,-0.0031
2021年9月26日,42685.8,43203.4,43907.3,40786.6,0.0121
2021年9月27日,43200.9,42172.6,44293.2,42143.9,-0.0239
2021年9月28日,42169.9,41022.3,42758.8,40906.4,-0.0273
2021年9月29日,41023.1,41536.8,42571.2,40815,0.0125
2021年9月2日,48817.8,49274.3,50355.3,48612.9,0.0093
2021年9月30日,41534.5,43823.3,44101.2,41416.7,0.055
2021年9月3日,49269.5,49999,51008.8,48377.3,0.0147
2021年9月4日,49999.3,49918.4,50534.6,49461.4,-0.0016
2021年9月5日,49918.7,51768.6,51878.2,49492.4,0.0371
2021年9月6日,51769.4,52672.1,52726.2,51002.8,0.0175
2021年9月7日,52674.2,46779.6,52885.3,43072.4,-0.1119
2021年9月8日,46774.1,46061.4,47316.9,44493.7,-0.0154
2021年9月9日,46057.6,46385.6,47305.7,45609,0.007
2022年1月1日,46217.5,47738,47917.6,46217.5,0.0329
2022年1月2日,47738.7,47311.8,47944.9,46718.2,-0.0089
2022年1月3日,47293.9,46430.2,47556,45704,-0.0186
2022年1月4日,46435.7,45837.3,47505.4,45602.1,-0.0128
2022年1月5日,45833.1,43425.9,47019.4,42535.1,-0.0526
2022年1月6日,43431.6,43097.5,43772.3,42481.1,-0.0076
2022年1月7日,43097.9,41546.7,43127.7,40810,-0.036
2022年1月8日,41551.3,41914,42226.8,41551.3,0.0088
