日期,开盘,收盘,高,低,涨跌幅
2017年5月19日,1881,1962,1969.7,1875.3,0.0431
2017年5月1日,1351.9,1415.8,1448.7,1342.8,0.0473
2017年5月20日,1962,2040.2,2048.4,1944.4,0.0398
2017年5月21日,2040.2,2044.2,2094.9,1980.1,0.002
2017年5月22日,2044.2,2124.4,2264.8,1998.6,0.0392
2017年5月23日,2124.4,2272.6,2286.3,2110.8,0.0697
2017年5月24日,2272.6,2445.3,2497,2263.3,0.076
2017年5月25日,2445.3,2307.2,2781.8,2210.5,-0.0565
2017年5月26日,2307,2244.9,2616.5,2051.4,-0.027
2017年5月27日,2244.9,2052.4,2322.4,1868.6,-0.0857
2017年5月28日,2052.4,2189,2300.5,2051.1,0.0666
2017年5月29日,2189,2278.2,2337.4,2117.3,0.0407
2017年5月2日,1415.8,1445.9,1471.1,1394.8,0.0213
2017年5月30日,2278.2,2192.6,2329.3,2147.1,-0.0376
2017年5月31日,2192.6,2303.3,2330.6,2168.4,0.0505
2017年5月3日,1445.9,1485.6,1496.4,1424.1,0.0274
2017年5月4日,1485.6,1516.8,1609.8,1437.1,0.021
2017年5月5日,1516.8,1507.8,1588.1,1485,-0.0059
2017年5月6日,1507.8,1545.3,1560.4,1503.9,0.0249
2017年5月7日,1545.3,1554.4,1572.9,1495.2,0.0059
2017年5月8日,1554.4,1664.5,1667.7,1552.9,0.0708
2017年5月9日,1664.5,1697.5,1757.4,1620,0.0198
2017年6月10日,2811.4,2900.3,2914.2,2807.4,0.0316
2017年6月11日,2900.3,2973.4,2977.9,2867.3,0.0252
2017年6月12日,2973.4,2656.8,2985.1,2483.6,-0.1065
2017年6月13日,2656.8,2713,2784.8,2647.4,0.0212
2017年6月14日,2713,2467.3,2803.7,2349,-0.0906
2017年6月15日,2467.3,2442.5,2521.6,2125.6,-0.0101
2017年6月16日,2442.5,2508.6,2536.4,2335.3,0.0271
2017年6月17日,2508.6,2655.1,2690.7,2454.8,0.0584
2017年6月18日,2655.1,2539.6,2676,2488.6,-0.0435
2017年6月19日,2539.6,2616.8,2617.8,2518.8,0.0304
2017年6月1日,2303.3,2412.6,2460.8,2303.3,0.0475
2017年6月20日,2616.8,2754.4,2800.5,2614,0.0526
2017年6月21日,2754.4,2677.6,2804.4,2624.4,-0.0279
2017年6月22日,2677.6,2722.8,2757.3,2623.2,0.0169
2017年6月23日,2722.8,2710.4,2759.7,2699.5,-0.0046
2017年6月24日,2710.4,2590.1,2741.6,2540.4,-0.0444
2017年6月25日,2590.1,2541.6,2660.7,2472.4,-0.0187
2017年6月26日,2541.6,2446.1,2584.8,2327.3,-0.0376
2017年6月27日,2446.1,2583.8,2585.1,2309.6,0.0563
2017年6月28日,2583.8,2577.7,2616.9,2490.1,-0.0023
2017年6月29日,2577.7,2558.4,2605.9,2526.5,-0.0075
2017年6月2日,2412.6,2492.6,2494,2385.6,0.0331
2017年6月30日,2558.4,2480.6,2576.3,2469.5,-0.0304
2017年6月3日,2492.6,2545.4,2582.8,2449.9,0.0212
2017年6月4日,2545.4,2524.1,2559.8,2478.2,-0.0084
2017年6月5日,2524.1,2705,2705.4,2523.9,0.0717
2017年6月6日,2705,2870.5,2931.2,2699.7,0.0612
2017年6月7日,2870.5,2691.5,2880.9,2626.6,-0.0624
2017年6月8日,2691.5,2798.8,2808.4,2623.6,0.0399
2017年6月9日,2798.8,2811.4,2852.1,2786.1,0.0045
2017年7月10日,2511.4,2344,2530.3,2271.8,-0.0667
2017年7月11日,2344,2324.3,2412.8,2265.5,-0.0084
2017年7月12日,2324.3,2403.1,2424.8,2262.1,0.0339
2017年7月13日,2403.1,2362.4,2436.7,2335,-0.0169
2017年7月14日,2362.4,2234.2,2370.5,2165.4,-0.0543
2017年7月15日,2234.2,1975.1,2237.1,1974,-0.116
2017年7月16日,1975.1,1914.1,2044.4,1809,-0.0309
2017年7月17日,1914.1,2233.4,2233.8,1913.8,0.1668
2017年7月18日,2233.4,2320.2,2400.7,2164.6,0.0389
2017年7月19日,2320.2,2282.6,2412.4,2243.1,-0.0162
2017年7月1日,2480.6,2424.6,2529.6,2387.5,-0.0226
2017年7月20日,2282.6,2866,2932.8,2282.1,0.2556
2017年7月21日,2866,2675.1,2874,2622.5,-0.0666
2017年7月22日,2675.1,2836.5,2876.7,2658.6,0.0604
2017年7月23日,2836.5,2756.6,2856.7,2675.6,-0.0282
2017年7月24日,2756.6,2763.4,2798.9,2715.7,0.0025
2017年7月25日,2763.4,2582.6,2779.1,2472.6,-0.0654
2017年7月26日,2582.6,2559.2,2631.7,2441.5,-0.009
2017年7月27日,2559.2,2691.9,2712.9,2547.7,0.0518
2017年7月28日,2691.9,2806.8,2843.8,2683.6,0.0427
2017年7月29日,2806.8,2733.5,2812.1,2699.4,-0.0261
2017年7月2日,2424.6,2536.5,2555.3,2375.9,0.0461
2017年7月30日,2733.5,2766.5,2773.1,2621.7,0.0121
2017年7月31日,2766.5,2883.3,2916.3,2723.1,0.0422
2017年7月3日,2536.5,2572.5,2617.5,2506.3,0.0142
2017年7月4日,2572.5,2617.3,2658.7,2570,0.0174
2017年7月5日,2617.3,2627.9,2642.7,2562,0.004
2017年7月6日,2627.9,2614.2,2634.8,2581.8,-0.0052
2017年7月7日,2614.2,2513.9,2617.5,2484.7,-0.0384
2017年7月8日,2513.9,2564.9,2568.7,2480.6,0.0203
2017年7月9日,2564.9,2511.4,2576.7,2509.6,-0.0208
2017年8月10日,3348.8,3425.7,3453.8,3322.9,0.023
2017年8月11日,3425.7,3654.4,3706.5,3409.8,0.0668
2017年8月12日,3654.4,3871.6,3967.3,3611.4,0.0594
2017年8月13日,3871.6,4062.6,4189.4,3847.3,0.0493
2017年8月14日,4062.6,4327.9,4336.7,3978.9,0.0653
2017年8月15日,4327.9,4161.7,4436.5,3837.1,-0.0384
2017年8月16日,4161.7,4387.4,4398.1,3938.6,0.0542
2017年8月17日,4387.4,4278.9,4487.5,4194.1,-0.0247
2017年8月18日,4278.9,4105.4,4362.7,3978.3,-0.0406
2017年8月19日,4105.4,4150.5,4189.7,3957.5,0.011
2017年8月1日,2883.3,2747,2946,2659.6,-0.0473
2017年8月20日,4150.5,4066.6,4182.3,4034.4,-0.0202
2017年8月21日,4066.6,4005.1,4097.3,3966.9,-0.0151
2017年8月22日,4005.1,4089.7,4142.7,3612.2,0.0211
2017年8月23日,4089.7,4141.1,4255.6,4070.5,0.0126
2017年8月24日,4141.1,4318.4,4364.1,4111.7,0.0428
2017年8月25日,4318.4,4364.4,4461.7,4292.6,0.0107
2017年8月26日,4364.4,4352.3,4379.3,4263.3,-0.0028
2017年8月27日,4352.3,4345.8,4408.2,4321.1,-0.0015
2017年8月28日,4345.8,4390.3,4403.1,4195.2,0.0103
2017年8月29日,4390.3,4597.3,4647.8,4350.2,0.0471
2017年8月2日,2747,2720.5,2773.8,2668.9,-0.0096
2017年8月30日,4597.3,4583,4644.1,4491.8,-0.0031
2017年8月31日,4583,4735.1,4765.1,4580.1,0.0332
2017年8月3日,2720.5,2810,2822.9,2717.6,0.0329
2017年8月4日,2810,2878.5,2892.7,2779.5,0.0244
2017年8月5日,2878.5,3262.8,3344,2875.9,0.1335
2017年8月6日,3262.8,3232,3295.1,3166.5,-0.0094
2017年8月7日,3232,3401.9,3425.1,3198.5,0.0526
2017年8月8日,3401.9,3429.4,3494.9,3357.1,0.0081
2017年8月9日,3429.4,3348.8,3437.1,3251,-0.0235
2017年9月10日,4335.1,4245.9,4338.1,4032.1,-0.0206
2017年9月11日,4245.9,4217.9,4364.4,4134.6,-0.0066
2017年9月12日,4217.9,4158.9,4387.8,4075,-0.014
2017年9月13日,4158.9,3870.3,4174.6,3752,-0.0694
2017年9月14日,3870.3,3243.1,3930.7,3219,-0.1621
2017年9月15日,3243.1,3713.8,3824.4,2979.9,0.1451
2017年9月16日,3713.8,3698.9,3893.7,3551.8,-0.004
2017年9月17日,3698.9,3689.6,3796.6,3485.8,-0.0025
2017年9月18日,3689.6,4100.3,4122.8,3689,0.1113
2017年9月19日,4100.3,3908,4120.7,3852.2,-0.0469
2017年9月1日,4735.1,4921.9,4925.2,4690.2,0.0394
2017年9月20日,3908,3882.2,4053,3846.8,-0.0066
2017年9月21日,3882.2,3617.3,3912.8,3576.5,-0.0682
2017年9月22日,3617.3,3600.8,3753.5,3505.8,-0.0045
2017年9月23日,3600.8,3788,3813.4,3563.2,0.052
2017年9月24日,3788,3667.5,3790.9,3633.9,-0.0318
2017年9月25日,3667.5,3932.8,3971.5,3665.7,0.0723
2017年9月26日,3932.8,3892.7,3982.3,3858.8,-0.0102
2017年9月27日,3892.7,4212.2,4232.4,3882.1,0.0821
2017年9月28日,4212.2,4195.6,4274.6,4112.9,-0.0039
2017年9月29日,4195.6,4172.8,4237.5,4030.4,-0.0054
2017年9月2日,4921.9,4573.8,4976.5,4448.6,-0.0707
2017年9月30日,4172.8,4360.6,4383.3,4164.3,0.045
2017年9月3日,4573.8,4612.9,4719.8,4397.7,0.0086
2017年9月4日,4612.9,4267.5,4621,4098.6,-0.0749
2017年9月5日,4267.5,4409.1,4496.7,4004.6,0.0332
2017年9月6日,4409.1,4618.7,4660,4401.5,0.0475
2017年9月7日,4618.7,4635.6,4690.5,4493.2,0.0037
2017年9月8日,4635.6,4326.5,4699.6,4130.9,-0.0667
2017年9月9日,4326.5,4335.1,4402.1,4185.3,0.002
2018年10月10日,6650.6,6618,6653.5,6526,-0.0049
2018年10月11日,6618,6239.1,6622.5,6206.2,-0.0572
2018年10月12日,6239.2,6291.3,6344.8,6206.8,0.0084
2018年10月13日,6291.3,6321.7,6329.3,6282.8,0.0048
2018年10月14日,6321.6,6326.8,6390.9,6300,0.0008
2018年10月15日,6326.8,6699.8,7358.4,6300.2,0.059
2018年10月16日,6712.4,6705.3,6836.7,6645.4,0.0008
2018年10月17日,6718.9,6686.6,6745.9,6637.8,-0.0028
2018年10月18日,6690.1,6574.1,6736.3,6530.6,-0.0168
2018年10月19日,6576.4,6512,6603.2,6506.9,-0.0094
2018年10月1日,6635.2,6608.2,6674.7,6072.7,-0.0041
2018年10月20日,6511.7,6572.2,6593.7,6495.9,0.0092
2018年10月21日,6575.9,6583,6643.1,6568,0.0016
2018年10月22日,6583,6555.8,6612.7,6529.5,-0.0041
2018年10月23日,6558.6,6528.7,6573.6,6500.5,-0.0041
2018年10月24日,6531.2,6530.7,6593.8,6522.6,0.0003
2018年10月25日,6532.5,6507,6544.8,6491.5,-0.0036
2018年10月26日,6507,6510,6570.5,6498.5,0.0005
2018年10月27日,6510,6494.2,6534,6473.7,-0.0024
2018年10月28日,6494.6,6486.1,6502.2,6461.2,-0.0012
2018年10月29日,6486.1,6335,6498.4,6310.5,-0.0233
2018年10月2日,6608.2,6549.9,6645.7,6034.9,-0.0088
2018年10月30日,6336.7,6325.7,6469.9,6316.5,-0.0015
2018年10月31日,6327.9,6365.9,6405.7,6257.8,0.0064
2018年10月3日,6549.9,6507.8,6563.5,6429.6,-0.0064
2018年10月4日,6509.2,6584.2,6653,6487.8,0.0117
2018年10月5日,6584.2,6639.1,6682.3,6537.6,0.0083
2018年10月6日,6639.1,6596.3,6661.5,6550.4,-0.0065
2018年10月7日,6596.3,6611,6633.9,6523.8,0.0022
2018年10月8日,6611,6669.6,6699.5,6589.9,0.0089
2018年10月9日,6669.6,6650.8,6678.9,6613.3,-0.0028
2018年11月10日,6411.9,6427.1,6461.7,6411.7,0.0024
2018年11月11日,6427.1,6446.1,6451.7,6359,0.003
2018年11月12日,6445,6435,6475.9,6409.4,-0.0017
2018年11月13日,6435,6429.2,6466.8,6386.7,-0.0009
2018年11月14日,6428.9,5842.4,6453.3,5619.2,-0.0913
2018年11月15日,5854,5718.9,5878.5,5384.1,-0.0211
2018年11月16日,5723.5,5636.2,5747.7,5539.7,-0.0145
2018年11月17日,5636.2,5621.8,5645.5,5561.4,-0.0026
2018年11月18日,5621,5658.3,5727.9,5615.5,0.0065
2018年11月19日,5660.4,4883.8,5662.5,4831.1,-0.1369
2018年11月1日,6365.9,6400.5,6421.8,6354.2,0.0054
2018年11月20日,4883.6,4524.6,5013.4,4272.3,-0.0736
2018年11月21日,4523,4638.7,4743.7,4393,0.0252
2018年11月22日,4646.4,4356,4695.7,4346.7,-0.0609
2018年11月23日,4360.9,4398,4455.6,4223.7,0.0096
2018年11月24日,4397.3,3920.4,4494.6,3821.5,-0.1086
2018年11月25日,3920.3,4062.2,4198.4,3634.2,0.0362
2018年11月26日,4061,3837,4179,3679.8,-0.0554
2018年11月27日,3840.3,3866.5,3920.6,3687.8,0.0077
2018年11月28日,3866.4,4265.4,4391.8,3866.4,0.1032
2018年11月29日,4265.5,4296.5,4440.1,4140.6,0.0073
2018年11月2日,6400.5,6424.7,6444.3,6390.9,0.0038
2018年11月30日,4296.8,4039.7,4340.6,3954.5,-0.0598
2018年11月3日,6424.5,6386.2,6429.5,6346.2,-0.006
2018年11月4日,6386.2,6478.2,6508.9,6359.7,0.0144
2018年11月5日,6478.2,6459.7,6489.2,6431.7,-0.0029
2018年11月6日,6460.4,6502.8,6509.6,6441.6,0.0067
2018年11月7日,6503.1,6565.3,6594.3,6502,0.0096
2018年11月8日,6565.3,6474,6577.3,6466.3,-0.0139
2018年11月9日,6473.8,6412,6496.1,6390,-0.0096
2018年12月10日,3566.9,3460.5,3622.4,3412.7,-0.03
2018年12月11日,3460.4,3407.7,3485.9,3349.9,-0.0153
2018年12月12日,3390.2,3466.1,3510.2,3379.4,0.0172
2018年12月13日,3466.2,3315.3,3474.4,3284.8,-0.0435
2018年12月14日,3315.4,3247.8,3336.6,3199.1,-0.0204
2018年12月15日,3247.8,3228.7,3282.3,3177,-0.0059
2018年12月16日,3228.6,3247.9,3305,3225.9,0.006
2018年12月17日,3248.3,3526.1,3597.4,3243.1,0.0857
2018年12月18日,3526,3668,3683.1,3456.9,0.0402
2018年12月19日,3668.1,3687.1,3924.7,3647.5,0.0052
2018年12月1日,4038.7,4196.2,4299.1,3967.1,0.0387
2018年12月20日,3687.2,4076,4140.3,3665.8,0.1055
2018年12月21日,4075.2,3850.9,4153.1,3786.9,-0.0552
2018年12月22日,3850.9,3964.4,3977.2,3803.7,0.0295
2018年12月23日,3964.3,3944.4,4037.1,3904.6,-0.005
2018年12月24日,3944.5,4026.1,4208.2,3941.9,0.0207
2018年12月25日,4025.6,3762.5,4030.7,3676.5,-0.0655
2018年12月26日,3762.8,3793.7,3841.9,3680.3,0.0083
2018年12月27日,3793.4,3586.9,3822.6,3560.8,-0.0545
2018年12月28日,3587.1,3861.6,3900.3,3565.5,0.0766
2018年12月29日,3861.6,3706.8,3899.6,3696,-0.0401
2018年12月2日,4196.2,4160.4,4316.1,4105.3,-0.0085
2018年12月30日,3708.2,3815,3837.7,3682.5,0.0292
2018年12月31日,3815.1,3709.4,3819.6,3658.8,-0.0277
2018年12月3日,4160.3,3897.8,4177,3839.9,-0.0631
2018年12月4日,3899.9,3958.5,4082.9,3809.3,0.0156
2018年12月5日,3958.1,3771.6,3974.1,3765.2,-0.0472
2018年12月6日,3771.4,3508.6,3887.2,3505.7,-0.0697
2018年12月7日,3508.9,3422.2,3626.6,3251.8,-0.0246
2018年12月8日,3422.3,3430.4,3507.7,3302.9,0.0024
2018年12月9日,3430.3,3567.5,3677.6,3424.2,0.04
2018年1月10日,14778.5,15043,15045.4,13613.1,0.0179
2018年1月11日,15046.7,13535.4,15109.1,13048.3,-0.1002
2018年1月12日,13529.2,13886.7,14176.4,13410,0.026
2018年1月13日,13896,14292.2,14640.7,13888.2,0.0292
2018年1月14日,14291.9,13695.2,14446.1,13094.7,-0.0418
2018年1月15日,13695.5,13697.5,14396.6,13475.4,0.0002
2018年1月16日,13704.4,11362,13711,10050.7,-0.1705
2018年1月17日,11357.7,11192.3,11769.6,9271.3,-0.0149
2018年1月18日,11202,11245.4,12004.7,10660.2,0.0047
2018年1月19日,11229.6,11580.2,11973.2,10901.5,0.0298
2018年1月1日,13850.5,13444.9,13921.5,12877.7,-0.0293
2018年1月20日,11579.2,12858.9,13082.2,11567.3,0.1104
2018年1月21日,12857.1,11594.9,12860.2,11164.5,-0.0983
2018年1月22日,11597.5,10864.8,11970.9,10136.8,-0.063
2018年1月23日,10869,10903.2,11438,10056.6,0.0035
2018年1月24日,10899.4,11452.3,11549.5,10584.5,0.0504
2018年1月25日,11439.9,11203,11740.9,10983.8,-0.0218
2018年1月26日,11203.1,11118.1,11655.3,10389.4,-0.0076
2018年1月27日,11118,11467.5,11621.7,10908.4,0.0314
2018年1月28日,11471.2,11795.1,12112.7,11433.3,0.0286
2018年1月29日,11794.9,11244.8,11888.1,11119,-0.0467
2018年1月2日,13444.9,14754.1,15306.1,12934.2,0.0974
2018年1月30日,11244.5,10166,11277.2,9917.7,-0.0959
2018年1月31日,10166.3,10265.4,10397.7,9742.2,0.0098
2018年1月3日,14754.1,15156.6,15435,14579.7,0.0273
2018年1月4日,15156.5,15180.1,15408.7,14244.7,0.0015
2018年1月5日,15180.1,16954.8,17126.9,14832.4,0.1169
2018年1月6日,16954.8,17172.3,17252.8,16286.6,0.0128
2018年1月7日,17174.5,16228.2,17184.8,15791.1,-0.055
2018年1月8日,16228.3,14976.2,16302.9,13902.3,-0.0771
2018年1月9日,14976.2,14778.5,15324.6,14613.4,-0.0132
2018年2月10日,8697.3,8559.6,9066.6,8172.2,-0.0161
2018年2月11日,8559.7,8081.9,8564.2,7843.7,-0.0558
2018年2月12日,8083.6,8903.5,8984.9,8083.6,0.1017
2018年2月13日,8906.2,8539.2,8942.7,8378,-0.0409
2018年2月14日,8542.6,9476.3,9500,8541.6,0.1097
2018年2月15日,9475.6,10037.3,10206.8,9348.5,0.0592
2018年2月16日,10031.3,10178.7,10294.3,9707.7,0.0141
2018年2月17日,10177.3,11073.5,11095.9,10070.9,0.0879
2018年2月18日,11073.7,10398.8,11271.6,10137.2,-0.0609
2018年2月19日,10396.6,11169.4,11250.5,10324.8,0.0741
2018年2月1日,10266.2,9181.1,10303,8789.2,-0.1056
2018年2月20日,11169.7,11238.7,11791.5,11119.9,0.0062
2018年2月21日,11240.9,10473,11289.7,10252.2,-0.0681
2018年2月22日,10470.1,9841.7,10930.2,9743.9,-0.0603
2018年2月23日,9840.6,10170.4,10419.1,9597.8,0.0334
2018年2月24日,10163.8,9704.3,10506.1,9394.5,-0.0458
2018年2月25日,9703.1,9585.2,9860.3,9330.1,-0.0123
2018年2月26日,9590.9,10285.1,10378.4,9410.3,0.073
2018年2月27日,10287.8,10594.4,10867.2,10120.5,0.0301
2018年2月28日,10584.4,10333.9,11070.7,10303.4,-0.0246
2018年2月2日,9179.8,8893.2,9201.4,7915.8,-0.0314
2018年2月3日,8894.4,9241.1,9506.9,8249.3,0.0391
2018年2月4日,9241.5,8222.2,9382.1,7932.1,-0.1103
2018年2月5日,8220.8,6938.5,8383.2,6651.9,-0.1561
2018年2月6日,6939.3,7701.2,7896.2,5996.6,0.1099
2018年2月7日,7693.8,7594.7,8536.5,7196.6,-0.0138
2018年2月8日,7595.1,8164.2,8489.9,7595.1,0.075
2018年2月9日,8163.6,8699.8,8735.6,7784.6,0.0656
2018年3月10日,9216.2,8762,9500,8691.1,-0.0494
2018年3月11日,8732.2,9529.6,9719.6,8516.4,0.0876
2018年3月12日,9535.8,9137.4,9892.2,8804.1,-0.0412
2018年3月13日,9138.7,9154.9,9482,8875.1,0.0019
2018年3月14日,9154.9,8210.6,9353.4,7958.5,-0.1032
2018年3月15日,8210.2,8264.4,8427,7691.7,0.0066
2018年3月16日,8264.3,8289.2,8604.8,7929.1,0.003
2018年3月17日,8198,7874.9,8344.8,7760.2,-0.05
2018年3月18日,7873.2,8201.2,8283.6,7323.3,0.0414
2018年3月19日,8200.9,8616.8,8698.3,8127.7,0.0507
2018年3月1日,10335.1,10904.5,11047.8,10248.7,0.0552
2018年3月20日,8614.1,8912.6,9039.6,8326.8,0.0343
2018年3月21日,8912.4,8905.9,9173.4,8775.1,-0.0008
2018年3月22日,8903.7,8726.2,9096.2,8499.1,-0.0202
2018年3月23日,8725.3,8916.8,8917,8305.6,0.0218
2018年3月24日,8917.3,8547.4,9008.8,8523.6,-0.0414
2018年3月25日,8549.1,8473.2,8679,8392.2,-0.0087
2018年3月26日,8474,8143.5,8515.7,7865.9,-0.0389
2018年3月27日,8146.5,7801.7,8218.3,7760.6,-0.042
2018年3月28日,7803,7954.9,8110.4,7754.5,0.0196
2018年3月29日,7955.2,7129.2,7980.7,6954.9,-0.1038
2018年3月2日,10904.5,10827.7,11167,10677.1,-0.007
2018年3月30日,7132.4,6853.7,7288.1,6603.8,-0.0386
2018年3月31日,6856.5,6938.2,7221.5,6804.9,0.0123
2018年3月3日,10822.5,11402.3,11420.7,9585.5,0.0531
2018年3月4日,11402.8,11416.5,11490.3,10878.4,0.0012
2018年3月5日,11415.7,11330.6,11506.9,11281.2,-0.0075
2018年3月6日,11314.2,10675.1,11316.4,10412,-0.0578
2018年3月7日,10779,9902.9,10899,9422.1,-0.0723
2018年3月8日,9910.7,9300,10109,9037,-0.0609
2018年3月9日,9301.9,9217,9420.5,8351,-0.0089
2018年4月10日,6782.6,6854.8,6899.5,6671.6,0.0108
2018年4月11日,6855.6,6962.1,6988.6,6818.4,0.0156
2018年4月12日,6963.3,7926.6,8009.6,6779.3,0.1385
2018年4月13日,7926.9,7887.4,8228,7756.6,-0.0049
2018年4月14日,7891.1,8004.4,8180.2,7839.3,0.0148
2018年4月15日,8004.6,8363.6,8411.5,8004.6,0.0449
2018年4月16日,8362.2,8070,8412.9,7908.5,-0.0351
2018年4月17日,8070,7908.6,8171.7,7852.8,-0.02
2018年4月18日,7908.5,8178.4,8227.6,7895.3,0.0341
2018年4月19日,8179,8290.8,8303.7,8126.7,0.0137
2018年4月1日,6939.1,6825.2,7047.7,6460.1,-0.0163
2018年4月20日,8292.3,8867,8926.2,8224.5,0.0695
2018年4月21日,8867,8923.1,9027.7,8614.5,0.0063
2018年4月22日,8923.6,8806.7,9022.3,8766.5,-0.013
2018年4月23日,8809.3,8952.8,9001,8785.3,0.0166
2018年4月24日,8952.7,9645.3,9734.8,8937,0.0773
2018年4月25日,9645,8873.1,9753.1,8768.1,-0.0801
2018年4月26日,8874.5,9287,9303.6,8669.8,0.0467
2018年4月27日,9282.8,8940.9,9386.3,8920.2,-0.0373
2018年4月28日,8940.8,9352.4,9428.9,8895.5,0.046
2018年4月29日,9352.2,9415.1,9565.1,9182.8,0.0067
2018年4月2日,6825.4,7068.4,7121.3,6787.6,0.0356
2018年4月30日,9415.8,9245.1,9456.7,9135.4,-0.018
2018年4月3日,7067.2,7424.2,7519.3,7032.9,0.0503
2018年4月4日,7423.8,6808.9,7432.9,6726.9,-0.0829
2018年4月5日,6808.7,6782,6918.2,6592.5,-0.004
2018年4月6日,6783.7,6624.3,6859.7,6523.4,-0.0233
2018年4月7日,6624.5,6905.7,7071.9,6616.1,0.0425
2018年4月8日,6905.9,7030.5,7113.4,6903.9,0.0181
2018年4月9日,7035.7,6781.9,7192.5,6633.2,-0.0354
2018年5月10日,9319.2,9025.7,9393.3,9013.4,-0.0315
2018年5月11日,9026,8408.3,9028.7,8359.6,-0.0684
2018年5月12日,8409.6,8459.5,8646.1,8184.1,0.0061
2018年5月13日,8489.1,8693.5,8758.4,8330,0.0277
2018年5月14日,8693.4,8674.1,8878.3,8305.1,-0.0022
2018年5月15日,8674,8477,8842.1,8436.5,-0.0227
2018年5月16日,8477,8344.4,8496.4,8120.1,-0.0156
2018年5月17日,8344.6,8063,8458.7,8022.3,-0.0337
2018年5月18日,8064.4,8245.7,8273.6,7939.8,0.0227
2018年5月19日,8244.7,8245.1,8389.1,8153.2,-0.0001
2018年5月1日,9245.1,9074.9,9245.1,8851,-0.0184
2018年5月20日,8243.9,8529,8580.4,8184.7,0.0344
2018年5月21日,8529.5,8403.3,8550.6,8375.5,-0.0147
2018年5月22日,8403.8,8006,8414.5,7979.3,-0.0473
2018年5月23日,8005.7,7512.3,8047.4,7467.6,-0.0617
2018年5月24日,7512.3,7592.9,7736.6,7293.4,0.0107
2018年5月25日,7593.9,7477.7,7653.4,7355.6,-0.0152
2018年5月26日,7478.5,7361.3,7619.3,7331.5,-0.0156
2018年5月27日,7361.9,7366.7,7411.8,7267.5,0.0007
2018年5月28日,7367.3,7119.3,7446.9,7090.6,-0.0336
2018年5月29日,7119.3,7467.7,7533,7069.8,0.0489
2018年5月2日,9076.8,9243.2,9265.7,8991.9,0.0185
2018年5月30日,7469.2,7400.1,7565.2,7306.8,-0.0091
2018年5月31日,7400.8,7502.6,7611.9,7355,0.0139
2018年5月3日,9244.2,9749.7,9809.4,9171.4,0.0548
2018年5月4日,9747.6,9708.6,9800.9,9549,-0.0042
2018年5月5日,9709.5,9853.5,9992.8,9691.3,0.0149
2018年5月6日,9859.6,9656.4,9957.7,9446.7,-0.02
2018年5月7日,9651.1,9431.6,9675.6,9204.2,-0.0233
2018年5月8日,9373.9,9196.4,9404.4,9079.8,-0.0249
2018年5月9日,9194.9,9319.1,9377.9,8988,0.0133
2018年6月10日,7515.8,6775.1,7516.3,6668.1,-0.0985
2018年6月11日,6775.2,6885.9,6910.8,6657.2,0.0164
2018年6月12日,6885.9,6558.2,6887.2,6476,-0.0476
2018年6月13日,6558.5,6312.3,6624.6,6129.1,-0.0375
2018年6月14日,6312.3,6647.1,6711.5,6283.6,0.053
2018年6月15日,6647.3,6410.3,6655.8,6395.7,-0.0356
2018年6月16日,6410,6505.8,6564.2,6358,0.0149
2018年6月17日,6505.8,6460.3,6593,6452.1,-0.007
2018年6月18日,6460.5,6719.8,6794.5,6410.9,0.0402
2018年6月19日,6719.8,6752.4,6839.5,6681.5,0.0049
2018年6月1日,7502.5,7530.8,7610.4,7375.8,0.0038
2018年6月20日,6752.3,6765.4,6812.7,6575.1,0.0019
2018年6月21日,6765.8,6728,6797.5,6695.1,-0.0055
2018年6月22日,6728.2,6055.7,6739.7,5955,-0.0999
2018年6月23日,6055.2,6167.3,6259,6032.8,0.0184
2018年6月24日,6167.9,6154.6,6248.3,5785.3,-0.0021
2018年6月25日,6155.1,6256.6,6331.2,6101.7,0.0166
2018年6月26日,6256.9,6082.1,6267.7,6060,-0.0279
2018年6月27日,6081.1,6154.9,6187.3,6025.4,0.012
2018年6月28日,6154.9,5883.5,6178.4,5854,-0.0441
2018年6月29日,5883.2,6213.3,6284.9,5818.5,0.0561
2018年6月2日,7530.8,7646.6,7694.5,7467.9,0.0154
2018年6月30日,6213.4,6398.9,6498.5,6204,0.0299
2018年6月3日,7646.6,7729.3,7775,7611.3,0.0108
2018年6月4日,7729.3,7504.3,7759.9,7468.4,-0.0291
2018年6月5日,7507.4,7631.5,7672.6,7391,0.0169
2018年6月6日,7631.5,7661,7699.1,7504.4,0.0039
2018年6月7日,7661,7697.8,7754.7,7657.7,0.0048
2018年6月8日,7697.9,7622.1,7710.5,7556.9,-0.0098
2018年6月9日,7622.1,7515.8,7689,7493.3,-0.014
2018年7月10日,6668.4,6307.2,6686.8,6291.5,-0.054
2018年7月11日,6307.2,6389.1,6409.7,6296.6,0.013
2018年7月12日,6389.1,6250.6,6389.4,6088.8,-0.0217
2018年7月13日,6250.8,6230.2,6333.8,6144.5,-0.0033
2018年7月14日,6229.5,6254.8,6313.5,6192.5,0.004
2018年7月15日,6254.8,6362.9,6399.6,6238.5,0.0173
2018年7月16日,6362.8,6729.9,6749.2,6344.1,0.0577
2018年7月17日,6729.8,7322,7453.2,6666,0.088
2018年7月18日,7321.6,7383.6,7581.2,7249.3,0.0084
2018年7月19日,7383.9,7477.5,7558.4,7288.8,0.0127
2018年7月1日,6398.5,6366.8,6445.1,6284.7,-0.005
